"","Year","Month","DOMESTIC","INTERNATIONAL","TOTAL","Company"
"2057","2017",6,16340,1120,17460,"Alaskan Flights"
"2058","2017",7,17011,1147,18158,"Alaskan Flights"
"2059","2017",8,16733,1173,17906,"Alaskan Flights"
"2060","2017",9,14861,1077,15938,"Alaskan Flights"
"2061","2017",10,15048,1211,16259,"Alaskan Flights"
"2062","2017",11,14535,1283,15818,"Alaskan Flights"
"2063","2017",12,15303,1439,16742,"Alaskan Flights"
"2064","2018",1,15205,1358,16563,"Alaskan Flights"
"2065","2018",2,13989,1194,15183,"Alaskan Flights"
"2066","2018",3,15862,1358,17220,"Alaskan Flights"
"2067","2018",4,21911,1386,23297,"Alaskan Flights"
"2068","2018",5,22880,1214,24094,"Alaskan Flights"
"2069","2018",6,23071,1190,24261,"Alaskan Flights"
"2070","2018",7,24210,1215,25425,"Alaskan Flights"
"2071","2018",8,23436,1114,24550,"Alaskan Flights"
"2072","2018",9,20988,921,21909,"Alaskan Flights"
"2073","2018",10,21505,1048,22553,"Alaskan Flights"
"2074","2018",11,20355,1300,21655,"Alaskan Flights"
"2075","2018",12,20709,1365,22074,"Alaskan Flights"
"2076","2019",1,20395,1297,21692,"Alaskan Flights"
"2077","2019",2,18234,1198,19432,"Alaskan Flights"
"2078","2019",3,21464,1366,22830,"Alaskan Flights"
"2079","2019",4,21183,1290,22473,"Alaskan Flights"
"2080","2019",5,22497,964,23461,"Alaskan Flights"
"2081","2019",6,23111,1008,24119,"Alaskan Flights"
"2082","2019",7,24531,1029,25560,"Alaskan Flights"
"2083","2019",8,24526,913,25439,"Alaskan Flights"
"2084","2019",9,21659,719,22378,"Alaskan Flights"
"2085","2019",10,22113,879,22992,"Alaskan Flights"
"2086","2019",11,20878,1231,22109,"Alaskan Flights"
"2087","2019",12,21813,1349,23162,"Alaskan Flights"
"2088","2020",1,20876,1250,22126,"Alaskan Flights"
"2089","2020",2,19369,1227,20596,"Alaskan Flights"
"2090","2020",3,18450,1253,19703,"Alaskan Flights"
"2091","2020",4,4539,230,4769,"Alaskan Flights"
"2092","2020",5,4389,148,4537,"Alaskan Flights"
"2093","2020",6,6408,280,6688,"Alaskan Flights"
"2094","2020",7,7618,364,7982,"Alaskan Flights"
"2095","2020",8,9581,612,10193,"Alaskan Flights"
"2096","2020",9,9593,455,10048,"Alaskan Flights"
"2097","2020",10,10648,889,11537,"Alaskan Flights"
"2098","2020",11,10659,1012,11671,"Alaskan Flights"
"2099","2020",12,10870,1211,12081,"Alaskan Flights"
"2100","2021",1,10568,1362,11930,"Alaskan Flights"
"2101","2021",2,10704,1044,11748,"Alaskan Flights"
"2102","2021",3,14336,950,15286,"Alaskan Flights"
"2103","2021",4,15032,1011,16043,"Alaskan Flights"
"2104","2021",5,16009,1039,17048,"Alaskan Flights"
"2105","2021",6,16755,926,17681,"Alaskan Flights"
"2106","2021",7,17305,966,18271,"Alaskan Flights"
"2107","2021",8,17808,865,18673,"Alaskan Flights"
"2108","2021",9,17337,734,18071,"Alaskan Flights"
"2109","2021",10,17683,1111,18794,"Alaskan Flights"
"2110","2021",11,16700,1294,17994,"Alaskan Flights"
"2111","2021",12,15957,1615,17572,"Alaskan Flights"
"2112","2022",1,15330,1434,16764,"Alaskan Flights"
"2113","2022",2,15775,1242,17017,"Alaskan Flights"
"2114","2022",3,18577,1394,19971,"Alaskan Flights"
"2115","2022",4,18386,1316,19702,"Alaskan Flights"
"2116","2022",5,18947,1125,20072,"Alaskan Flights"
"2117","2022",6,18817,959,19776,"Alaskan Flights"
"2118","2022",7,20340,987,21327,"Alaskan Flights"
"2119","2022",8,20444,931,21375,"Alaskan Flights"
"2120","2022",9,19653,828,20481,"Alaskan Flights"
"2121","2022",10,19574,848,20422,"Alaskan Flights"
"2122","2022",11,18573,1071,19644,"Alaskan Flights"
"2123","2022",12,18454,1315,19769,"Alaskan Flights"
"2124","2023",1,19602,1361,20963,"Alaskan Flights"
"2125","2023",2,17425,1218,18643,"Alaskan Flights"
"2126","2023",3,19841,1397,21238,"Alaskan Flights"
"2127","2023",4,19412,1445,20857,"Alaskan Flights"
"2128","2023",5,20597,1200,21797,"Alaskan Flights"
"2129","2023",6,21338,1127,22465,"Alaskan Flights"
"2130","2023",7,22700,1238,23938,"Alaskan Flights"
"2131","2023",8,22958,1066,24024,"Alaskan Flights"
"2132","2023",9,21391,852,22243,"Alaskan Flights"
"2133","2023",10,20302,1104,21406,"Alaskan Flights"
"2134","2023",11,19221,1480,20701,"Alaskan Flights"
"2135","2023",12,19331,2048,21379,"Alaskan Flights"
"2136","2024",1,14850,1965,16815,"Alaskan Flights"
"2137","2024",2,16796,2000,18796,"Alaskan Flights"
"2138","2024",3,19549,2143,21692,"Alaskan Flights"
"2139","2024",4,19359,1715,21074,"Alaskan Flights"
"2140","2024",5,21181,1292,22473,"Alaskan Flights"
"2141","2024",6,22049,1250,23299,"Alaskan Flights"
"2142","2024",7,23714,1279,24993,"Alaskan Flights"
"2143","2024",8,23078,1127,24205,"Alaskan Flights"
"2144","2024",9,21453,784,22237,"Alaskan Flights"
"2145","2024",10,20365,1339,21704,"Alaskan Flights"
"2146","2024",11,19388,1865,21253,"Alaskan Flights"
"2147","2024",12,19970,2140,22110,"Alaskan Flights"
"2148","2025",1,17965,2062,20027,"Alaskan Flights"
"2149",NA,NA,NA,NA,NA,"Alaskan Flights"
"2150","Note: All numbers are for scheduled services.",NA,NA,NA,NA,"Alaskan Flights"
"2151",NA,NA,NA,NA,NA,"Alaskan Flights"
"2152","SOURCE: Bureau of Transportation Statistics T-100 Segment data.",NA,NA,NA,NA,"Alaskan Flights"
