"","Year","Month","DOMESTIC","INTERNATIONAL","TOTAL","Company"
"1532","2018",5,81914,12729,94643,"Delta Flights"
"1533","2018",6,83840,13481,97321,"Delta Flights"
"1534","2018",7,86766,14228,100994,"Delta Flights"
"1535","2018",8,88074,13812,101886,"Delta Flights"
"1536","2018",9,78175,11620,89795,"Delta Flights"
"1537","2018",10,82219,11267,93486,"Delta Flights"
"1538","2018",11,76362,9959,86321,"Delta Flights"
"1539","2018",12,75133,11563,86696,"Delta Flights"
"1540","2019",1,73774,12201,85975,"Delta Flights"
"1541","2019",2,67498,10950,78448,"Delta Flights"
"1542","2019",3,84277,12821,97098,"Delta Flights"
"1543","2019",4,81982,12271,94253,"Delta Flights"
"1544","2019",5,85854,13105,98959,"Delta Flights"
"1545","2019",6,87557,13582,101139,"Delta Flights"
"1546","2019",7,90848,14052,104900,"Delta Flights"
"1547","2019",8,91358,14059,105417,"Delta Flights"
"1548","2019",9,81601,12186,93787,"Delta Flights"
"1549","2019",10,86493,11821,98314,"Delta Flights"
"1550","2019",11,80078,10159,90237,"Delta Flights"
"1551","2019",12,81702,11720,93422,"Delta Flights"
"1552","2020",1,80201,12496,92697,"Delta Flights"
"1553","2020",2,75595,11032,86627,"Delta Flights"
"1554","2020",3,66956,8092,75048,"Delta Flights"
"1555","2020",4,19124,465,19589,"Delta Flights"
"1556","2020",5,16970,409,17379,"Delta Flights"
"1557","2020",6,21892,749,22641,"Delta Flights"
"1558","2020",7,36947,2019,38966,"Delta Flights"
"1559","2020",8,47472,2745,50217,"Delta Flights"
"1560","2020",9,44289,2973,47262,"Delta Flights"
"1561","2020",10,46812,3909,50721,"Delta Flights"
"1562","2020",11,48481,4629,53110,"Delta Flights"
"1563","2020",12,48898,6383,55281,"Delta Flights"
"1564","2021",1,48209,7229,55438,"Delta Flights"
"1565","2021",2,42957,6112,49069,"Delta Flights"
"1566","2021",3,55788,6737,62525,"Delta Flights"
"1567","2021",4,55244,6525,61769,"Delta Flights"
"1568","2021",5,61208,6817,68025,"Delta Flights"
"1569","2021",6,66069,6766,72835,"Delta Flights"
"1570","2021",7,70230,7341,77571,"Delta Flights"
"1571","2021",8,70760,7633,78393,"Delta Flights"
"1572","2021",9,67405,6840,74245,"Delta Flights"
"1573","2021",10,70593,6803,77396,"Delta Flights"
"1574","2021",11,70414,6735,77149,"Delta Flights"
"1575","2021",12,67073,7876,74949,"Delta Flights"
"1576","2022",1,66909,8451,75360,"Delta Flights"
"1577","2022",2,61955,7628,69583,"Delta Flights"
"1578","2022",3,75102,8942,84044,"Delta Flights"
"1579","2022",4,72443,8786,81229,"Delta Flights"
"1580","2022",5,74273,9474,83747,"Delta Flights"
"1581","2022",6,74180,10209,84389,"Delta Flights"
"1582","2022",7,78183,10268,88451,"Delta Flights"
"1583","2022",8,78313,10209,88522,"Delta Flights"
"1584","2022",9,74145,9320,83465,"Delta Flights"
"1585","2022",10,75747,9382,85129,"Delta Flights"
"1586","2022",11,75511,8544,84055,"Delta Flights"
"1587","2022",12,74079,9778,83857,"Delta Flights"
"1588","2023",1,74801,10619,85420,"Delta Flights"
"1589","2023",2,68335,9282,77617,"Delta Flights"
"1590","2023",3,81444,11166,92610,"Delta Flights"
"1591","2023",4,78596,11172,89768,"Delta Flights"
"1592","2023",5,84165,11567,95732,"Delta Flights"
"1593","2023",6,85002,11848,96850,"Delta Flights"
"1594","2023",7,88794,12473,101267,"Delta Flights"
"1595","2023",8,87924,11953,99877,"Delta Flights"
"1596","2023",9,81488,11107,92595,"Delta Flights"
"1597","2023",10,85386,11030,96416,"Delta Flights"
"1598","2023",11,80446,10098,90544,"Delta Flights"
"1599","2023",12,81111,12082,93193,"Delta Flights"
"1600","2024",1,74144,12097,86241,"Delta Flights"
"1601","2024",2,71241,11065,82306,"Delta Flights"
"1602","2024",3,82712,12844,95556,"Delta Flights"
"1603","2024",4,82858,12285,95143,"Delta Flights"
"1604","2024",5,88510,12266,100776,"Delta Flights"
"1605","2024",6,89168,12648,101816,"Delta Flights"
"1606","2024",7,86701,12787,99488,"Delta Flights"
"1607","2024",8,89979,12624,102603,"Delta Flights"
"1608","2024",9,84370,11561,95931,"Delta Flights"
"1609","2024",10,87583,11329,98912,"Delta Flights"
"1610","2024",11,81900,10075,91975,"Delta Flights"
"1611","2024",12,83396,12421,95817,"Delta Flights"
"1612","2025",1,74354,12566,86920,"Delta Flights"
"1613","2002",10,51504,4798,56302,"United Flights"
"1614","2002",11,46067,4525,50592,"United Flights"
"1615","2002",12,48260,4684,52944,"United Flights"
"1616","2003",1,47193,4580,51773,"United Flights"
"1617","2003",2,41776,4018,45794,"United Flights"
"1618","2003",3,46287,4464,50751,"United Flights"
"1619","2003",4,42749,3748,46497,"United Flights"
"1620","2003",5,43390,3858,47248,"United Flights"
"1621","2003",6,44730,4238,48968,"United Flights"
"1622","2003",7,47409,4658,52067,"United Flights"
"1623","2003",8,46975,4796,51771,"United Flights"
"1624","2003",9,43644,4387,48031,"United Flights"
"1625","2003",10,45746,4500,50246,"United Flights"
"1626","2003",11,43582,4135,47717,"United Flights"
"1627","2003",12,45727,4322,50049,"United Flights"
"1628","2004",1,44862,4373,49235,"United Flights"
"1629","2004",2,42416,4124,46540,"United Flights"
"1630","2004",3,46260,4439,50699,"United Flights"
"1631","2004",4,45207,4343,49550,"United Flights"
"1632","2004",5,46183,4414,50597,"United Flights"
"1633","2004",6,47229,4678,51907,"United Flights"
"1634","2004",7,49445,4934,54379,"United Flights"
"1635","2004",8,50306,4924,55230,"United Flights"
"1636","2004",9,45137,4615,49752,"United Flights"
"1637","2004",10,46690,4700,51390,"United Flights"
"1638","2004",11,42781,4496,47277,"United Flights"
"1639","2004",12,43953,4897,48850,"United Flights"
"1640","2005",1,40487,5139,45626,"United Flights"
"1641","2005",2,36947,4642,41589,"United Flights"
"1642","2005",3,40525,5137,45662,"United Flights"
"1643","2005",4,38477,5076,43553,"United Flights"
"1644","2005",5,40666,5098,45764,"United Flights"
"1645","2005",6,40624,5054,45678,"United Flights"
"1646","2005",7,41718,5277,46995,"United Flights"
"1647","2005",8,41723,5252,46975,"United Flights"
"1648","2005",9,39059,4752,43811,"United Flights"
"1649","2005",10,40481,4932,45413,"United Flights"
"1650","2005",11,39500,4445,43945,"United Flights"
"1651","2005",12,40621,5028,45649,"United Flights"
"1652","2006",1,39616,5225,44841,"United Flights"
"1653","2006",2,37062,4738,41800,"United Flights"
"1654","2006",3,41874,5275,47149,"United Flights"
"1655","2006",4,40349,5262,45611,"United Flights"
"1656","2006",5,42131,5274,47405,"United Flights"
"1657","2006",6,41610,5429,47039,"United Flights"
"1658","2006",7,42593,5787,48380,"United Flights"
"1659","2006",8,43619,5803,49422,"United Flights"
"1660","2006",9,40264,5116,45380,"United Flights"
"1661","2006",10,41826,5146,46972,"United Flights"
"1662","2006",11,40356,5062,45418,"United Flights"
"1663","2006",12,39961,5353,45314,"United Flights"
"1664","2007",1,40730,5276,46006,"United Flights"
"1665","2007",2,35901,4740,40641,"United Flights"
"1666","2007",3,41911,5475,47386,"United Flights"
"1667","2007",4,39940,5310,45250,"United Flights"
"1668","2007",5,41276,5386,46662,"United Flights"
"1669","2007",6,40370,5538,45908,"United Flights"
"1670","2007",7,41793,5767,47560,"United Flights"
"1671","2007",8,42221,5768,47989,"United Flights"
"1672","2007",9,38698,5137,43835,"United Flights"
"1673","2007",10,40600,5289,45889,"United Flights"
"1674","2007",11,38337,4999,43336,"United Flights"
"1675","2007",12,37883,5476,43359,"United Flights"
"1676","2008",1,36672,5574,42246,"United Flights"
"1677","2008",2,35408,5209,40617,"United Flights"
"1678","2008",3,39680,5630,45310,"United Flights"
"1679","2008",4,38296,5452,43748,"United Flights"
"1680","2008",5,39291,5497,44788,"United Flights"
"1681","2008",6,39314,5534,44848,"United Flights"
"1682","2008",7,40267,5723,45990,"United Flights"
"1683","2008",8,39694,5777,45471,"United Flights"
"1684","2008",9,34238,4878,39116,"United Flights"
"1685","2008",10,35313,4903,40216,"United Flights"
"1686","2008",11,30843,4506,35349,"United Flights"
"1687","2008",12,31894,4907,36801,"United Flights"
"1688","2009",1,30875,4917,35792,"United Flights"
"1689","2009",2,29456,4376,33832,"United Flights"
"1690","2009",3,33946,4977,38923,"United Flights"
"1691","2009",4,30970,5035,36005,"United Flights"
"1692","2009",5,31517,4749,36266,"United Flights"
"1693","2009",6,32563,4918,37481,"United Flights"
"1694","2009",7,33582,5175,38757,"United Flights"
"1695","2009",8,33285,5158,38443,"United Flights"
"1696","2009",9,29685,4445,34130,"United Flights"
"1697","2009",10,30299,4391,34690,"United Flights"
"1698","2009",11,27613,4005,31618,"United Flights"
"1699","2009",12,28448,4318,32766,"United Flights"
"1700","2010",1,27713,4541,32254,"United Flights"
"1701","2010",2,24772,3912,28684,"United Flights"
"1702","2010",3,29373,4632,34005,"United Flights"
"1703","2010",4,28081,4237,32318,"United Flights"
"1704","2010",5,28740,4665,33405,"United Flights"
"1705","2010",6,29090,4692,33782,"United Flights"
"1706","2010",7,30224,4973,35197,"United Flights"
"1707","2010",8,30444,4866,35310,"United Flights"
"1708","2010",9,27980,4362,32342,"United Flights"
"1709","2010",10,29057,4535,33592,"United Flights"
"1710","2010",11,27263,4133,31396,"United Flights"
"1711","2010",12,27172,4597,31769,"United Flights"
"1712","2011",1,25702,4738,30440,"United Flights"
"1713","2011",2,23216,4242,27458,"United Flights"
"1714","2011",3,27359,5053,32412,"United Flights"
"1715","2011",4,25052,5117,30169,"United Flights"
"1716","2011",5,25809,5052,30861,"United Flights"
"1717","2011",6,27382,4942,32324,"United Flights"
"1718","2011",7,28530,5227,33757,"United Flights"
"1719","2011",8,28180,5051,33231,"United Flights"
"1720","2011",9,24571,4629,29200,"United Flights"
"1721","2011",10,25040,4672,29712,"United Flights"
"1722","2011",11,22893,4204,27097,"United Flights"
"1723","2011",12,23895,4688,28583,"United Flights"
"1724","2012",1,41370,13434,54804,"United Flights"
"1725","2012",2,40632,12589,53221,"United Flights"
"1726","2012",3,46149,14525,60674,"United Flights"
"1727","2012",4,44170,13675,57845,"United Flights"
"1728","2012",5,45115,13843,58958,"United Flights"
"1729","2012",6,46479,14148,60627,"United Flights"
"1730","2012",7,47403,15160,62563,"United Flights"
"1731","2012",8,47361,14224,61585,"United Flights"
"1732","2012",9,42756,11781,54537,"United Flights"
"1733","2012",10,42550,11489,54039,"United Flights"
"1734","2012",11,40882,11056,51938,"United Flights"
"1735","2012",12,41814,12480,54294,"United Flights"
"1736","2013",1,40335,12973,53308,"United Flights"
"1737","2013",2,37435,11511,48946,"United Flights"
"1738","2013",3,43624,13905,57529,"United Flights"
"1739","2013",4,41144,13393,54537,"United Flights"
"1740","2013",5,42916,13561,56477,"United Flights"
"1741","2013",6,43326,14053,57379,"United Flights"
"1742","2013",7,44467,14804,59271,"United Flights"
"1743","2013",8,44455,14087,58542,"United Flights"
"1744","2013",9,40645,11825,52470,"United Flights"
"1745","2013",10,43239,11792,55031,"United Flights"
"1746","2013",11,40550,11476,52026,"United Flights"
"1747","2013",12,41074,12548,53622,"United Flights"
"1748","2014",1,37555,12807,50362,"United Flights"
"1749","2014",2,35274,11676,46950,"United Flights"
"1750","2014",3,42232,14895,57127,"United Flights"
"1751","2014",4,39498,13498,52996,"United Flights"
"1752","2014",5,42239,14022,56261,"United Flights"
"1753","2014",6,42596,15001,57597,"United Flights"
"1754","2014",7,43775,15661,59436,"United Flights"
"1755","2014",8,42721,14631,57352,"United Flights"
"1756","2014",9,39951,11666,51617,"United Flights"
"1757","2014",10,43231,11875,55106,"United Flights"
"1758","2014",11,39686,12022,51708,"United Flights"
"1759","2014",12,40276,13261,53537,"United Flights"
"1760","2015",1,37607,12789,50396,"United Flights"
"1761","2015",2,35454,11470,46924,"United Flights"
"1762","2015",3,43230,14507,57737,"United Flights"
"1763","2015",4,41165,14267,55432,"United Flights"
"1764","2015",5,44396,13941,58337,"United Flights"
"1765","2015",6,45385,14663,60048,"United Flights"
"1766","2015",7,46250,16216,62466,"United Flights"
"1767","2015",8,45328,15194,60522,"United Flights"
"1768","2015",9,41774,11744,53518,"United Flights"
"1769","2015",10,45892,11731,57623,"United Flights"
"1770","2015",11,42495,12053,54548,"United Flights"
"1771","2015",12,42855,13886,56741,"United Flights"
"1772","2016",1,38556,13177,51733,"United Flights"
"1773","2016",2,38677,12400,51077,"United Flights"
"1774","2016",3,43911,14625,58536,"United Flights"
"1775","2016",4,42781,13299,56080,"United Flights"
"1776","2016",5,45910,13833,59743,"United Flights"
"1777","2016",6,46399,14880,61279,"United Flights"
"1778","2016",7,47857,16342,64199,"United Flights"
"1779","2016",8,49703,14750,64453,"United Flights"
"1780","2016",9,46870,11865,58735,"United Flights"
"1781","2016",10,49691,11893,61584,"United Flights"
"1782","2016",11,46043,11545,57588,"United Flights"
"1783","2016",12,45329,14090,59419,"United Flights"
"1784","2017",1,42317,13837,56154,"United Flights"
"1785","2017",2,39735,12089,51824,"United Flights"
"1786","2017",3,47941,14528,62469,"United Flights"
"1787","2017",4,45622,14107,59729,"United Flights"
"1788","2017",5,49466,14302,63768,"United Flights"
"1789","2017",6,51968,15580,67548,"United Flights"
"1790","2017",7,53430,16850,70280,"United Flights"
"1791","2017",8,53531,14762,68293,"United Flights"
"1792","2017",9,47547,12422,59969,"United Flights"
"1793","2017",10,51239,12640,63879,"United Flights"
"1794","2017",11,48381,12489,60870,"United Flights"
"1795","2017",12,49116,13972,63088,"United Flights"
"1796","2018",1,44638,13513,58151,"United Flights"
"1797","2018",2,41611,12058,53669,"United Flights"
"1798","2018",3,48896,14670,63566,"United Flights"
"1799","2018",4,49966,13722,63688,"United Flights"
"1800","2018",5,52779,13567,66346,"United Flights"
"1801","2018",6,55024,15145,70169,"United Flights"
"1802","2018",7,57157,16212,73369,"United Flights"
"1803","2018",8,57536,14903,72439,"United Flights"
"1804","2018",9,52837,12025,64862,"United Flights"
"1805","2018",10,55635,12494,68129,"United Flights"
"1806","2018",11,51388,12403,63791,"United Flights"
"1807","2018",12,51589,14276,65865,"United Flights"
"1808","2019",1,46338,13826,60164,"United Flights"
"1809","2019",2,43605,12262,55867,"United Flights"
"1810","2019",3,53156,14753,67909,"United Flights"
"1811","2019",4,51932,14164,66096,"United Flights"
"1812","2019",5,54291,14381,68672,"United Flights"
"1813","2019",6,54112,16063,70175,"United Flights"
"1814","2019",7,55791,16693,72484,"United Flights"
"1815","2019",8,55966,15569,71535,"United Flights"
"1816","2019",9,51416,12900,64316,"United Flights"
"1817","2019",10,55041,13123,68164,"United Flights"
"1818","2019",11,49995,13443,63438,"United Flights"
"1819","2019",12,51295,14887,66182,"United Flights"
"1820","2020",1,48248,14114,62362,"United Flights"
"1821","2020",2,46225,12454,58679,"United Flights"
"1822","2020",3,41503,9832,51335,"United Flights"
"1823","2020",4,8998,744,9742,"United Flights"
"1824","2020",5,7065,737,7802,"United Flights"
"1825","2020",6,7300,1124,8424,"United Flights"
"1826","2020",7,14958,2320,17278,"United Flights"
"1827","2020",8,21403,3534,24937,"United Flights"
"1828","2020",9,17230,3688,20918,"United Flights"
"1829","2020",10,23560,4492,28052,"United Flights"
"1830","2020",11,24161,6001,30162,"United Flights"
"1831","2020",12,25618,7881,33499,"United Flights"
"1832","2021",1,23849,7588,31437,"United Flights"
"1833","2021",2,21276,6006,27282,"United Flights"
"1834","2021",3,28290,7663,35953,"United Flights"
"1835","2021",4,27825,7679,35504,"United Flights"
"1836","2021",5,31041,8779,39820,"United Flights"
"1837","2021",6,35933,10276,46209,"United Flights"
"1838","2021",7,43131,11545,54676,"United Flights"
"1839","2021",8,44389,11699,56088,"United Flights"
"1840","2021",9,43957,9998,53955,"United Flights"
"1841","2021",10,47647,10245,57892,"United Flights"
"1842","2021",11,47054,10867,57921,"United Flights"
"1843","2021",12,48081,12132,60213,"United Flights"
"1844","2022",1,42989,11519,54508,"United Flights"
"1845","2022",2,43165,10081,53246,"United Flights"
"1846","2022",3,50705,12123,62828,"United Flights"
"1847","2022",4,49026,12871,61897,"United Flights"
"1848","2022",5,52854,13658,66512,"United Flights"
"1849","2022",6,51637,14957,66594,"United Flights"
"1850","2022",7,54955,16060,71015,"United Flights"
"1851","2022",8,54065,15136,69201,"United Flights"
"1852","2022",9,50493,12690,63183,"United Flights"
"1853","2022",10,56345,12287,68632,"United Flights"
"1854","2022",11,53479,12502,65981,"United Flights"
"1855","2022",12,57173,14057,71230,"United Flights"
"1856","2023",1,56455,13260,69715,"United Flights"
"1857","2023",2,53119,11985,65104,"United Flights"
"1858","2023",3,61358,14488,75846,"United Flights"
"1859","2023",4,57206,15232,72438,"United Flights"
"1860","2023",5,62093,15572,77665,"United Flights"
"1861","2023",6,59448,16748,76196,"United Flights"
"1862","2023",7,62986,17872,80858,"United Flights"
"1863","2023",8,66247,17646,83893,"United Flights"
"1864","2023",9,61990,15031,77021,"United Flights"
"1865","2023",10,65838,15027,80865,"United Flights"
"1866","2023",11,57913,15045,72958,"United Flights"
"1867","2023",12,59888,16860,76748,"United Flights"
"1868","2024",1,54451,16170,70621,"United Flights"
"1869","2024",2,56656,15271,71927,"United Flights"
"1870","2024",3,64773,17433,82206,"United Flights"
"1871","2024",4,60905,17827,78732,"United Flights"
"1872","2024",5,63749,18594,82343,"United Flights"
"1873","2024",6,62566,19551,82117,"United Flights"
"1874","2024",7,63452,20133,83585,"United Flights"
"1875","2024",8,65070,19321,84391,"United Flights"
"1876","2024",9,63986,16411,80397,"United Flights"
"1877","2024",10,67956,16371,84327,"United Flights"
"1878","2024",11,63508,16056,79564,"United Flights"
"1879","2024",12,63872,18270,82142,"United Flights"
"1880","2025",1,61015,16581,77596,"United Flights"
"1881","2002",10,12931,1482,14413,"Alaskan Flights"
"1882","2002",11,12004,1795,13799,"Alaskan Flights"
"1883","2002",12,12627,1865,14492,"Alaskan Flights"
"1884","2003",1,12421,1799,14220,"Alaskan Flights"
"1885","2003",2,11151,1673,12824,"Alaskan Flights"
"1886","2003",3,12551,1878,14429,"Alaskan Flights"
"1887","2003",4,12510,1765,14275,"Alaskan Flights"
"1888","2003",5,13508,1541,15049,"Alaskan Flights"
"1889","2003",6,14557,1546,16103,"Alaskan Flights"
"1890","2003",7,15488,1675,17163,"Alaskan Flights"
"1891","2003",8,15432,1690,17122,"Alaskan Flights"
"1892","2003",9,13419,1400,14819,"Alaskan Flights"
"1893","2003",10,13450,1487,14937,"Alaskan Flights"
"1894","2003",11,12581,1752,14333,"Alaskan Flights"
"1895","2003",12,13257,1833,15090,"Alaskan Flights"
"1896","2004",1,12314,1796,14110,"Alaskan Flights"
"1897","2004",2,12259,1699,13958,"Alaskan Flights"
"1898","2004",3,13481,1823,15304,"Alaskan Flights"
"1899","2004",4,13176,1707,14883,"Alaskan Flights"
"1900","2004",5,14048,1503,15551,"Alaskan Flights"
"1901","2004",6,14600,1589,16189,"Alaskan Flights"
"1902","2004",7,15454,1690,17144,"Alaskan Flights"
"1903","2004",8,15401,1691,17092,"Alaskan Flights"
"1904","2004",9,13656,1470,15126,"Alaskan Flights"
"1905","2004",10,13534,1456,14990,"Alaskan Flights"
"1906","2004",11,12701,1760,14461,"Alaskan Flights"
"1907","2004",12,13096,1806,14902,"Alaskan Flights"
"1908","2005",1,12796,1783,14579,"Alaskan Flights"
"1909","2005",2,11770,1674,13444,"Alaskan Flights"
"1910","2005",3,13065,1926,14991,"Alaskan Flights"
"1911","2005",4,12534,1867,14401,"Alaskan Flights"
"1912","2005",5,12522,1669,14191,"Alaskan Flights"
"1913","2005",6,13417,1516,14933,"Alaskan Flights"
"1914","2005",7,14251,1569,15820,"Alaskan Flights"
"1915","2005",8,14263,1695,15958,"Alaskan Flights"
"1916","2005",9,13021,1537,14558,"Alaskan Flights"
"1917","2005",10,13116,1546,14662,"Alaskan Flights"
"1918","2005",11,12304,1860,14164,"Alaskan Flights"
"1919","2005",12,12772,1954,14726,"Alaskan Flights"
"1920","2006",1,12572,1979,14551,"Alaskan Flights"
"1921","2006",2,11397,1750,13147,"Alaskan Flights"
"1922","2006",3,12946,1970,14916,"Alaskan Flights"
"1923","2006",4,12630,1901,14531,"Alaskan Flights"
"1924","2006",5,13414,1548,14962,"Alaskan Flights"
"1925","2006",6,13897,1497,15394,"Alaskan Flights"
"1926","2006",7,14514,1601,16115,"Alaskan Flights"
"1927","2006",8,14612,1604,16216,"Alaskan Flights"
"1928","2006",9,13180,1433,14613,"Alaskan Flights"
"1929","2006",10,13165,1541,14706,"Alaskan Flights"
"1930","2006",11,12287,1970,14257,"Alaskan Flights"
"1931","2006",12,12708,2062,14770,"Alaskan Flights"
"1932","2007",1,12468,2044,14512,"Alaskan Flights"
"1933","2007",2,11492,1843,13335,"Alaskan Flights"
"1934","2007",3,12812,2059,14871,"Alaskan Flights"
"1935","2007",4,12658,1962,14620,"Alaskan Flights"
"1936","2007",5,13968,1581,15549,"Alaskan Flights"
"1937","2007",6,14179,1539,15718,"Alaskan Flights"
"1938","2007",7,14648,1537,16185,"Alaskan Flights"
"1939","2007",8,14611,1532,16143,"Alaskan Flights"
"1940","2007",9,13376,1441,14817,"Alaskan Flights"
"1941","2007",10,13231,1532,14763,"Alaskan Flights"
"1942","2007",11,12262,1820,14082,"Alaskan Flights"
"1943","2007",12,12769,1884,14653,"Alaskan Flights"
"1944","2008",1,12506,1870,14376,"Alaskan Flights"
"1945","2008",2,11795,1753,13548,"Alaskan Flights"
"1946","2008",3,12804,1881,14685,"Alaskan Flights"
"1947","2008",4,12471,1768,14239,"Alaskan Flights"
"1948","2008",5,13117,1454,14571,"Alaskan Flights"
"1949","2008",6,13388,1291,14679,"Alaskan Flights"
"1950","2008",7,14200,1255,15455,"Alaskan Flights"
"1951","2008",8,13738,1176,14914,"Alaskan Flights"
"1952","2008",9,12112,913,13025,"Alaskan Flights"
"1953","2008",10,12306,952,13258,"Alaskan Flights"
"1954","2008",11,11061,1174,12235,"Alaskan Flights"
"1955","2008",12,10847,1258,12105,"Alaskan Flights"
"1956","2009",1,11071,1276,12347,"Alaskan Flights"
"1957","2009",2,10183,1142,11325,"Alaskan Flights"
"1958","2009",3,11114,1264,12378,"Alaskan Flights"
"1959","2009",4,11029,1226,12255,"Alaskan Flights"
"1960","2009",5,11809,1004,12813,"Alaskan Flights"
"1961","2009",6,12127,926,13053,"Alaskan Flights"
"1962","2009",7,12760,761,13521,"Alaskan Flights"
"1963","2009",8,12618,744,13362,"Alaskan Flights"
"1964","2009",9,11222,685,11907,"Alaskan Flights"
"1965","2009",10,11409,724,12133,"Alaskan Flights"
"1966","2009",11,10415,1082,11497,"Alaskan Flights"
"1967","2009",12,10716,1252,11968,"Alaskan Flights"
"1968","2010",1,10482,1215,11697,"Alaskan Flights"
"1969","2010",2,9482,1056,10538,"Alaskan Flights"
"1970","2010",3,10914,1183,12097,"Alaskan Flights"
"1971","2010",4,10730,1173,11903,"Alaskan Flights"
"1972","2010",5,11584,1007,12591,"Alaskan Flights"
"1973","2010",6,12339,845,13184,"Alaskan Flights"
"1974","2010",7,12934,856,13790,"Alaskan Flights"
"1975","2010",8,12843,850,13693,"Alaskan Flights"
"1976","2010",9,11521,808,12329,"Alaskan Flights"
"1977","2010",10,11623,903,12526,"Alaskan Flights"
"1978","2010",11,11050,1106,12156,"Alaskan Flights"
"1979","2010",12,11465,1273,12738,"Alaskan Flights"
"1980","2011",1,11400,1251,12651,"Alaskan Flights"
"1981","2011",2,10355,1212,11567,"Alaskan Flights"
"1982","2011",3,11878,1367,13245,"Alaskan Flights"
"1983","2011",4,11703,1317,13020,"Alaskan Flights"
"1984","2011",5,12136,1086,13222,"Alaskan Flights"
"1985","2011",6,12836,991,13827,"Alaskan Flights"
"1986","2011",7,13304,1036,14340,"Alaskan Flights"
"1987","2011",8,13260,1018,14278,"Alaskan Flights"
"1988","2011",9,11806,960,12766,"Alaskan Flights"
"1989","2011",10,11894,998,12892,"Alaskan Flights"
"1990","2011",11,11193,1174,12367,"Alaskan Flights"
"1991","2011",12,11446,1253,12699,"Alaskan Flights"
"1992","2012",1,11017,1261,12278,"Alaskan Flights"
"1993","2012",2,10753,1181,11934,"Alaskan Flights"
"1994","2012",3,12020,1323,13343,"Alaskan Flights"
"1995","2012",4,11899,1243,13142,"Alaskan Flights"
"1996","2012",5,12610,1041,13651,"Alaskan Flights"
"1997","2012",6,13278,957,14235,"Alaskan Flights"
"1998","2012",7,13816,974,14790,"Alaskan Flights"
"1999","2012",8,13655,958,14613,"Alaskan Flights"
"2000","2012",9,11941,898,12839,"Alaskan Flights"
"2001","2012",10,11947,990,12937,"Alaskan Flights"
"2002","2012",11,11723,1066,12789,"Alaskan Flights"
"2003","2012",12,11997,1196,13193,"Alaskan Flights"
"2004","2013",1,11985,1198,13183,"Alaskan Flights"
"2005","2013",2,10869,1086,11955,"Alaskan Flights"
"2006","2013",3,12662,1297,13959,"Alaskan Flights"
"2007","2013",4,12562,1204,13766,"Alaskan Flights"
"2008","2013",5,13061,1067,14128,"Alaskan Flights"
"2009","2013",6,13988,1083,15071,"Alaskan Flights"
"2010","2013",7,14730,1116,15846,"Alaskan Flights"
"2011","2013",8,14505,1090,15595,"Alaskan Flights"
"2012","2013",9,12632,892,13524,"Alaskan Flights"
"2013","2013",10,12639,948,13587,"Alaskan Flights"
"2014","2013",11,12299,1181,13480,"Alaskan Flights"
"2015","2013",12,12527,1182,13709,"Alaskan Flights"
"2016","2014",1,12277,1210,13487,"Alaskan Flights"
"2017","2014",2,11230,1094,12324,"Alaskan Flights"
"2018","2014",3,12907,1249,14156,"Alaskan Flights"
"2019","2014",4,12666,1206,13872,"Alaskan Flights"
"2020","2014",5,13228,1041,14269,"Alaskan Flights"
"2021","2014",6,14156,1086,15242,"Alaskan Flights"
"2022","2014",7,14984,1136,16120,"Alaskan Flights"
"2023","2014",8,15086,1061,16147,"Alaskan Flights"
"2024","2014",9,13282,669,13951,"Alaskan Flights"
"2025","2014",10,13386,657,14043,"Alaskan Flights"
"2026","2014",11,13038,1052,14090,"Alaskan Flights"
"2027","2014",12,13598,1182,14780,"Alaskan Flights"
"2028","2015",1,13231,1136,14367,"Alaskan Flights"
"2029","2015",2,12139,980,13119,"Alaskan Flights"
"2030","2015",3,14303,1180,15483,"Alaskan Flights"
"2031","2015",4,13942,1078,15020,"Alaskan Flights"
"2032","2015",5,14672,831,15503,"Alaskan Flights"
"2033","2015",6,15039,781,15820,"Alaskan Flights"
"2034","2015",7,15814,772,16586,"Alaskan Flights"
"2035","2015",8,16089,794,16883,"Alaskan Flights"
"2036","2015",9,14257,703,14960,"Alaskan Flights"
"2037","2015",10,14458,845,15303,"Alaskan Flights"
"2038","2015",11,13956,1139,15095,"Alaskan Flights"
"2039","2015",12,14469,1256,15725,"Alaskan Flights"
"2040","2016",1,14113,1253,15366,"Alaskan Flights"
"2041","2016",2,13382,1150,14532,"Alaskan Flights"
"2042","2016",3,14761,1268,16029,"Alaskan Flights"
"2043","2016",4,14673,1132,15805,"Alaskan Flights"
"2044","2016",5,15396,890,16286,"Alaskan Flights"
"2045","2016",6,15737,934,16671,"Alaskan Flights"
"2046","2016",7,16271,992,17263,"Alaskan Flights"
"2047","2016",8,16519,963,17482,"Alaskan Flights"
"2048","2016",9,13873,920,14793,"Alaskan Flights"
"2049","2016",10,14059,1118,15177,"Alaskan Flights"
"2050","2016",11,13953,1230,15183,"Alaskan Flights"
"2051","2016",12,14409,1394,15803,"Alaskan Flights"
"2052","2017",1,14525,1399,15924,"Alaskan Flights"
"2053","2017",2,13108,1281,14389,"Alaskan Flights"
"2054","2017",3,15379,1492,16871,"Alaskan Flights"
"2055","2017",4,15239,1360,16599,"Alaskan Flights"
"2056","2017",5,16068,1112,17180,"Alaskan Flights"
